Strategy,Date,From State,To State,From Asset,To Asset,Trade,Whipsaw,Duration Days,Exit Timing,Re-entry Timing,Downside Avoided,Transition Quality
A-RVol v3 (NASDAQ Cash Defensive),2012-05-21,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,7,,,,79.30600602852662
A-RVol v3 (NASDAQ Cash Defensive),2012-05-31,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.07705827728483217,,0.0,70.75300672582014
A-RVol v3 (NASDAQ Cash Defensive),2012-06-01,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2012-06-04,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.05515354053747845,,0.0,73.38157513550259
A-RVol v3 (NASDAQ Cash Defensive),2012-06-05,DEFENSIVE,MODERATE,CASH,QLD,True,False,49,,0.0,,90.18419621632219
A-RVol v3 (NASDAQ Cash Defensive),2012-08-14,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,58,,,,85.53428697745065
A-RVol v3 (NASDAQ Cash Defensive),2012-11-07,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,16,,,,70.7471167336066
A-RVol v3 (NASDAQ Cash Defensive),2012-11-30,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,21,,,,68.10857997630409
A-RVol v3 (NASDAQ Cash Defensive),2013-01-02,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,77.18699410053955
A-RVol v3 (NASDAQ Cash Defensive),2013-01-24,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,58,,,,80.50790528075268
A-RVol v3 (NASDAQ Cash Defensive),2013-04-18,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,14,,,,89.99311194221617
A-RVol v3 (NASDAQ Cash Defensive),2013-05-08,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,33,,,,79.58374388420378
A-RVol v3 (NASDAQ Cash Defensive),2013-06-25,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,12,,,,87.62447150864433
A-RVol v3 (NASDAQ Cash Defensive),2013-07-12,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,67,,,,78.45990355388236
A-RVol v3 (NASDAQ Cash Defensive),2013-10-16,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,9,,,,83.13990690947206
A-RVol v3 (NASDAQ Cash Defensive),2013-10-29,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,59,,,,76.92469418090411
A-RVol v3 (NASDAQ Cash Defensive),2014-01-24,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,4,,,,
A-RVol v3 (NASDAQ Cash Defensive),2014-01-30,MODERATE,DEFENSIVE,QLD,CASH,True,False,17,-0.0030550864766667463,,-0.03447614601881399,82.3914813043051
A-RVol v3 (NASDAQ Cash Defensive),2014-02-25,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2014-02-26,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,24,,,,73.09490347318054
A-RVol v3 (NASDAQ Cash Defensive),2014-04-01,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,3,,,,
A-RVol v3 (NASDAQ Cash Defensive),2014-04-04,MODERATE,DEFENSIVE,QLD,CASH,True,False,19,-0.003838069503916741,,-0.023727455978152068,81.43762813778216
A-RVol v3 (NASDAQ Cash Defensive),2014-05-02,DEFENSIVE,MODERATE,CASH,QLD,True,False,10,,0.024304131180832522,,75.7855845313108
A-RVol v3 (NASDAQ Cash Defensive),2014-05-16,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,97,,,,93.29377361088314
A-RVol v3 (NASDAQ Cash Defensive),2014-10-03,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,3,,,,
A-RVol v3 (NASDAQ Cash Defensive),2014-10-08,MODERATE,DEFENSIVE,QLD,CASH,True,False,23,0.005210928709026064,,0.0,80.0
A-RVol v3 (NASDAQ Cash Defensive),2014-11-10,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2014-11-11,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,26,,,,86.09199975296242
A-RVol v3 (NASDAQ Cash Defensive),2014-12-18,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2014-12-19,MODERATE,DEFENSIVE,QLD,CASH,True,False,39,0.0029396736967919335,,-0.03933185395892269,83.14654831671382
A-RVol v3 (NASDAQ Cash Defensive),2015-02-18,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2015-02-19,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,52,,,,73.13683701636717
A-RVol v3 (NASDAQ Cash Defensive),2015-05-05,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,19,,,,81.95300219381201
A-RVol v3 (NASDAQ Cash Defensive),2015-06-02,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,28,,,,65.72410187894825
A-RVol v3 (NASDAQ Cash Defensive),2015-07-13,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,29,,,,86.61079183741586
A-RVol v3 (NASDAQ Cash Defensive),2015-08-21,MODERATE,DEFENSIVE,QLD,CASH,True,True,3,-0.15116142246565423,,-0.037529940104035764,64.86302451244435
A-RVol v3 (NASDAQ Cash Defensive),2015-08-26,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2015-08-27,MODERATE,DEFENSIVE,QLD,CASH,True,False,36,0.011302016945657689,,-0.022889593363161653,81.83116746905293
A-RVol v3 (NASDAQ Cash Defensive),2015-10-19,DEFENSIVE,MODERATE,CASH,QLD,True,False,35,,0.023425800408723996,,85.92458829263559
A-RVol v3 (NASDAQ Cash Defensive),2015-12-08,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.040270199736111234,,-0.15062547654349911,87.21761415514658
A-RVol v3 (NASDAQ Cash Defensive),2015-12-09,DEFENSIVE,MODERATE,CASH,QLD,True,True,2,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2015-12-11,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.0617313698661659,,-0.16707079411720505,85.95789914543649
A-RVol v3 (NASDAQ Cash Defensive),2015-12-14,DEFENSIVE,MODERATE,CASH,QLD,True,False,13,,0.027055646859947657,,80.84341252430868
A-RVol v3 (NASDAQ Cash Defensive),2016-01-04,MODERATE,DEFENSIVE,QLD,CASH,True,False,18,-0.0026665478187629654,,-0.14705904710465822,91.4447380301211
A-RVol v3 (NASDAQ Cash Defensive),2016-01-29,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2016-02-01,MODERATE,DEFENSIVE,QLD,CASH,True,False,26,-0.01910821305234478,,-0.002509047768410211,77.90773825519145
A-RVol v3 (NASDAQ Cash Defensive),2016-03-09,DEFENSIVE,MODERATE,CASH,QLD,True,False,14,,0.002515358924105593,,83.90120042109348
A-RVol v3 (NASDAQ Cash Defensive),2016-03-30,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,61,,,,76.4285384211422
A-RVol v3 (NASDAQ Cash Defensive),2016-06-24,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2016-06-27,MODERATE,DEFENSIVE,QLD,CASH,True,True,4,-0.015614407598772528,,-0.012522477091847617,79.1280692554951
A-RVol v3 (NASDAQ Cash Defensive),2016-07-01,DEFENSIVE,MODERATE,CASH,QLD,True,False,11,,0.012681278106430716,,85.13472400261864
A-RVol v3 (NASDAQ Cash Defensive),2016-07-19,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,220,,,,90.81159030545629
A-RVol v3 (NASDAQ Cash Defensive),2017-06-02,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,4,,,,
A-RVol v3 (NASDAQ Cash Defensive),2017-06-08,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2017-06-09,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,6,,,,75.8557828767005
A-RVol v3 (NASDAQ Cash Defensive),2017-06-19,MODERATE,DEFENSIVE,QLD,CASH,True,False,23,-0.0014223687697766385,,-0.044152378813917204,83.36150605274017
A-RVol v3 (NASDAQ Cash Defensive),2017-07-21,DEFENSIVE,MODERATE,CASH,QLD,True,True,2,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2017-07-25,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,17,,,,70.25384722123432
A-RVol v3 (NASDAQ Cash Defensive),2017-08-17,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2017-08-18,MODERATE,DEFENSIVE,QLD,CASH,True,False,14,-0.02491500692834092,,-0.016346695374569342,78.31793479856464
A-RVol v3 (NASDAQ Cash Defensive),2017-09-08,DEFENSIVE,MODERATE,CASH,QLD,True,False,10,,0.0,,81.94254825347046
A-RVol v3 (NASDAQ Cash Defensive),2017-09-22,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,83.18518408904244
A-RVol v3 (NASDAQ Cash Defensive),2017-10-27,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,82.58960699589429
A-RVol v3 (NASDAQ Cash Defensive),2017-11-17,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,10,,,,83.03520160684181
A-RVol v3 (NASDAQ Cash Defensive),2017-12-04,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,86.52271145381853
A-RVol v3 (NASDAQ Cash Defensive),2017-12-26,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,26,,,,96.85456230398574
A-RVol v3 (NASDAQ Cash Defensive),2018-02-02,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2018-02-05,MODERATE,DEFENSIVE,QLD,CASH,True,False,69,-0.02204400257707484,,-0.005544908202717691,77.79831234696843
A-RVol v3 (NASDAQ Cash Defensive),2018-05-15,DEFENSIVE,MODERATE,CASH,QLD,True,True,2,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2018-05-17,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,38,,,,90.45290892120013
A-RVol v3 (NASDAQ Cash Defensive),2018-07-12,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,5,,,,
A-RVol v3 (NASDAQ Cash Defensive),2018-07-19,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,58,,,,72.53327149430721
A-RVol v3 (NASDAQ Cash Defensive),2018-10-10,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2018-10-11,MODERATE,DEFENSIVE,QLD,CASH,True,False,10,-0.07476955592912138,,-0.14085664529233777,82.29618491189245
A-RVol v3 (NASDAQ Cash Defensive),2018-10-25,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2018-10-26,MODERATE,DEFENSIVE,QLD,CASH,True,False,63,0.0049620370916891865,,0.0,80.0
A-RVol v3 (NASDAQ Cash Defensive),2019-01-30,DEFENSIVE,MODERATE,CASH,QLD,True,False,31,,0.0,,86.92307932055567
A-RVol v3 (NASDAQ Cash Defensive),2019-03-15,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,40,,,,89.84801223972926
A-RVol v3 (NASDAQ Cash Defensive),2019-05-13,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,9,,,,80.4540868701881
A-RVol v3 (NASDAQ Cash Defensive),2019-05-24,MODERATE,DEFENSIVE,QLD,CASH,True,False,7,-0.06402783309197513,,0.0,72.31666002896299
A-RVol v3 (NASDAQ Cash Defensive),2019-06-05,DEFENSIVE,MODERATE,CASH,QLD,True,False,17,,0.0,,90.01754599862046
A-RVol v3 (NASDAQ Cash Defensive),2019-06-28,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,89.9076885175291
A-RVol v3 (NASDAQ Cash Defensive),2019-08-05,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,9,,,,83.22082075878626
A-RVol v3 (NASDAQ Cash Defensive),2019-08-16,MODERATE,DEFENSIVE,QLD,CASH,True,False,13,0.03025303438789062,,-0.07927450120089974,86.34196009607197
A-RVol v3 (NASDAQ Cash Defensive),2019-09-05,DEFENSIVE,MODERATE,CASH,QLD,True,False,7,,0.011865121555763247,,79.65856268010175
A-RVol v3 (NASDAQ Cash Defensive),2019-09-16,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,19,,,,63.48733784007507
A-RVol v3 (NASDAQ Cash Defensive),2019-10-11,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,10,,,,80.50197296941644
A-RVol v3 (NASDAQ Cash Defensive),2019-10-25,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,68,,,,87.52579782497813
A-RVol v3 (NASDAQ Cash Defensive),2020-02-04,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,13,,,,86.76714580621325
A-RVol v3 (NASDAQ Cash Defensive),2020-02-24,MODERATE,DEFENSIVE,QLD,CASH,True,False,61,0.033999509817325135,,-0.022023719953043752,81.7618975962435
A-RVol v3 (NASDAQ Cash Defensive),2020-05-20,DEFENSIVE,MODERATE,CASH,QLD,True,False,14,,0.022519687238208075,,79.70021521247348
A-RVol v3 (NASDAQ Cash Defensive),2020-06-10,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2020-06-11,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,12,,,,88.6006096468688
A-RVol v3 (NASDAQ Cash Defensive),2020-06-29,MODERATE,DEFENSIVE,QLD,CASH,True,True,3,0.013535700720441524,,0.0,80.0
A-RVol v3 (NASDAQ Cash Defensive),2020-07-02,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2020-07-06,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.0141536412571458,,-0.011775027487504919,79.2435652481429
A-RVol v3 (NASDAQ Cash Defensive),2020-07-07,DEFENSIVE,MODERATE,CASH,QLD,True,False,40,,0.011915330835617022,,86.98776750051547
A-RVol v3 (NASDAQ Cash Defensive),2020-09-01,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,2,,,,
A-RVol v3 (NASDAQ Cash Defensive),2020-09-03,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,3,,,,
A-RVol v3 (NASDAQ Cash Defensive),2020-09-09,MODERATE,DEFENSIVE,QLD,CASH,True,False,32,-0.06503272713655905,,-0.10704957275853666,80.76003856429585
A-RVol v3 (NASDAQ Cash Defensive),2020-10-23,DEFENSIVE,MODERATE,CASH,QLD,True,False,27,,0.11988299629268151,,70.66051576329275
A-RVol v3 (NASDAQ Cash Defensive),2020-12-02,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,31,,,,84.89892698272382
A-RVol v3 (NASDAQ Cash Defensive),2021-01-19,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,31,,,,87.08433496271061
A-RVol v3 (NASDAQ Cash Defensive),2021-03-04,MODERATE,DEFENSIVE,QLD,CASH,True,True,3,-0.08066903641373091,,-0.005974610846309014,70.79768449805701
A-RVol v3 (NASDAQ Cash Defensive),2021-03-09,DEFENSIVE,MODERATE,CASH,QLD,True,True,2,,0.006010521372493027,,
A-RVol v3 (NASDAQ Cash Defensive),2021-03-11,MODERATE,DEFENSIVE,QLD,CASH,True,False,13,-0.046486224337209614,,0.0,74.42165307953485
A-RVol v3 (NASDAQ Cash Defensive),2021-03-30,DEFENSIVE,MODERATE,CASH,QLD,True,False,26,,0.0,,92.60015117363142
A-RVol v3 (NASDAQ Cash Defensive),2021-05-06,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,4,,,,
A-RVol v3 (NASDAQ Cash Defensive),2021-05-12,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,18,,,,88.73434740372585
A-RVol v3 (NASDAQ Cash Defensive),2021-06-08,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,82,,,,98.44981327380545
A-RVol v3 (NASDAQ Cash Defensive),2021-10-04,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,89.20074609011249
A-RVol v3 (NASDAQ Cash Defensive),2021-10-25,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,26,,,,94.00771065072868
A-RVol v3 (NASDAQ Cash Defensive),2021-12-01,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,4,,,,
A-RVol v3 (NASDAQ Cash Defensive),2021-12-07,MODERATE,DEFENSIVE,QLD,CASH,True,False,173,-0.004675138495389031,,-0.22842737753874864,97.7131735836532
A-RVol v3 (NASDAQ Cash Defensive),2022-08-16,DEFENSIVE,MODERATE,CASH,QLD,True,True,4,,0.06012533439111323,,
A-RVol v3 (NASDAQ Cash Defensive),2022-08-22,MODERATE,DEFENSIVE,QLD,CASH,True,False,72,-0.007910696428408248,,-0.2132206422717301,96.10836781032941
A-RVol v3 (NASDAQ Cash Defensive),2022-12-02,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2022-12-05,MODERATE,DEFENSIVE,QLD,CASH,True,False,24,0.016911842892923357,,0.0,80.0
A-RVol v3 (NASDAQ Cash Defensive),2023-01-10,DEFENSIVE,MODERATE,CASH,QLD,True,False,69,,0.0,,98.40783456308176
A-RVol v3 (NASDAQ Cash Defensive),2023-04-20,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,13,,,,74.8808256881843
A-RVol v3 (NASDAQ Cash Defensive),2023-05-09,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,28,,,,93.37385718440012
A-RVol v3 (NASDAQ Cash Defensive),2023-06-20,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,5,,,,
A-RVol v3 (NASDAQ Cash Defensive),2023-06-27,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,14,,,,83.61411383182691
A-RVol v3 (NASDAQ Cash Defensive),2023-07-18,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,11,,,,67.44734211136422
A-RVol v3 (NASDAQ Cash Defensive),2023-08-02,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,12,,,,65.74676821632514
A-RVol v3 (NASDAQ Cash Defensive),2023-08-18,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,7,,,,83.60440266783124
A-RVol v3 (NASDAQ Cash Defensive),2023-08-29,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,76.47251098032484
A-RVol v3 (NASDAQ Cash Defensive),2023-09-20,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,66.39002399432106
A-RVol v3 (NASDAQ Cash Defensive),2023-10-25,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,26,,,,93.57182701619308
A-RVol v3 (NASDAQ Cash Defensive),2023-12-01,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,55,,,,84.18739762636275
A-RVol v3 (NASDAQ Cash Defensive),2024-02-22,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,25,,,,79.36487966823123
A-RVol v3 (NASDAQ Cash Defensive),2024-03-28,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,16,,,,48.49407776486892
A-RVol v3 (NASDAQ Cash Defensive),2024-04-22,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,21,,,,93.741769416214
A-RVol v3 (NASDAQ Cash Defensive),2024-05-21,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,38,,,,89.11899258248023
A-RVol v3 (NASDAQ Cash Defensive),2024-07-17,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,5,,,,
A-RVol v3 (NASDAQ Cash Defensive),2024-07-24,MODERATE,DEFENSIVE,QLD,CASH,True,False,46,-0.011736969917751638,,-0.02345300231320946,80.46780379492655
A-RVol v3 (NASDAQ Cash Defensive),2024-09-27,DEFENSIVE,MODERATE,CASH,QLD,True,True,3,,0.02401625561162346,,
A-RVol v3 (NASDAQ Cash Defensive),2024-10-02,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,25,,,,86.0269018621324
A-RVol v3 (NASDAQ Cash Defensive),2024-11-06,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,15,,,,77.18827790031085
A-RVol v3 (NASDAQ Cash Defensive),2024-11-27,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,14,,,,89.87930561129747
A-RVol v3 (NASDAQ Cash Defensive),2024-12-18,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,39,,,,78.28175677500705
A-RVol v3 (NASDAQ Cash Defensive),2025-02-18,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,7,,,,48.95554532264611
A-RVol v3 (NASDAQ Cash Defensive),2025-02-27,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,2,,,,
A-RVol v3 (NASDAQ Cash Defensive),2025-03-03,MODERATE,DEFENSIVE,QLD,CASH,True,False,10,-0.08064675991978099,,-0.2651946818995343,90.32238880962629
A-RVol v3 (NASDAQ Cash Defensive),2025-03-17,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2025-03-18,MODERATE,DEFENSIVE,QLD,CASH,True,False,36,-0.0032072053368702447,,-0.0017159857728881178,79.75241422140661
A-RVol v3 (NASDAQ Cash Defensive),2025-05-08,DEFENSIVE,MODERATE,CASH,QLD,True,False,18,,0.001718935441650471,,90.0211046811142
A-RVol v3 (NASDAQ Cash Defensive),2025-06-04,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,90,,,,89.24422847186922
A-RVol v3 (NASDAQ Cash Defensive),2025-10-13,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,28,,,,85.19712101739312
A-RVol v3 (NASDAQ Cash Defensive),2025-11-20,MODERATE,DEFENSIVE,QLD,CASH,True,True,3,-0.044338973311065066,,-0.032081859879867336,77.24587199306157
A-RVol v3 (NASDAQ Cash Defensive),2025-11-25,DEFENSIVE,MODERATE,CASH,QLD,True,False,14,,0.0,,84.77628643701493
A-RVol v3 (NASDAQ Cash Defensive),2025-12-16,MODERATE,AGGRESSIVE,QLD,TQQQ,True,False,35,,,,76.97964107296926
A-RVol v3 (NASDAQ Cash Defensive),2026-02-06,AGGRESSIVE,MODERATE,TQQQ,QLD,True,False,34,,,,74.29777267957476
A-RVol v3 (NASDAQ Cash Defensive),2026-03-27,MODERATE,DEFENSIVE,QLD,CASH,True,False,15,-0.005995166376150163,,-0.007866728273715484,79.90991829675922
A-RVol v3 (NASDAQ Cash Defensive),2026-04-20,DEFENSIVE,MODERATE,CASH,QLD,True,False,31,,0.007929104383353147,,93.65975756614208
A-RVol v3 (NASDAQ Cash Defensive),2026-06-03,MODERATE,AGGRESSIVE,QLD,TQQQ,True,True,2,,,,
A-RVol v3 (NASDAQ Cash Defensive),2026-06-05,AGGRESSIVE,MODERATE,TQQQ,QLD,True,True,1,,,,
A-RVol v3 (NASDAQ Cash Defensive),2026-06-08,MODERATE,DEFENSIVE,QLD,CASH,True,False,34,-0.12221854816547784,,-0.040682586914321694,68.5883811732884
A-RVol v3 (NASDAQ Cash Defensive),2026-07-28,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2026-07-29,MODERATE,DEFENSIVE,QLD,CASH,True,True,4,0.036198538676287306,,-0.025200106577662695,82.01600852621301
A-RVol v3 (NASDAQ Cash Defensive),2026-08-04,DEFENSIVE,MODERATE,CASH,QLD,True,True,1,,0.0,,
A-RVol v3 (NASDAQ Cash Defensive),2026-08-05,MODERATE,DEFENSIVE,QLD,CASH,True,False,8,,,,
A-RVol v3 (NASDAQ QQQ Moderate),1993-02-16,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),1993-02-17,MODERATE,DEFENSIVE,QQQ,TLT,True,False,6,-0.04264365477048049,,-0.01017945749920901,75.69711802747906
A-RVol v3 (NASDAQ QQQ Moderate),1993-02-25,DEFENSIVE,MODERATE,TLT,QQQ,True,True,3,,0.00737796269968527,,
A-RVol v3 (NASDAQ QQQ Moderate),1993-03-02,MODERATE,DEFENSIVE,QQQ,TLT,True,False,200,-0.04720657874681622,,0.0,74.33521055038204
A-RVol v3 (NASDAQ QQQ Moderate),1993-12-14,DEFENSIVE,MODERATE,TLT,QQQ,True,False,6,,0.0,,81.18374251092018
A-RVol v3 (NASDAQ QQQ Moderate),1993-12-22,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,70,,,,94.30340808567678
A-RVol v3 (NASDAQ QQQ Moderate),1994-04-04,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,True,1,,,,
A-RVol v3 (NASDAQ QQQ Moderate),1994-04-05,MODERATE,DEFENSIVE,QQQ,TLT,True,False,29,-0.046937147293477643,,0.0,74.36754232478268
A-RVol v3 (NASDAQ QQQ Moderate),1994-05-17,DEFENSIVE,MODERATE,TLT,QQQ,True,False,27,,0.0,,84.14980645449882
A-RVol v3 (NASDAQ QQQ Moderate),1994-06-24,MODERATE,DEFENSIVE,QQQ,TLT,True,False,14,-0.0051629966708575115,,-0.021017897844686884,81.06187222707204
A-RVol v3 (NASDAQ QQQ Moderate),1994-07-15,DEFENSIVE,MODERATE,TLT,QQQ,True,False,28,,0.021469133907978666,,79.52810371723558
A-RVol v3 (NASDAQ QQQ Moderate),1994-08-24,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,15,,,,87.17306922519268
A-RVol v3 (NASDAQ QQQ Moderate),1994-09-15,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,31,,,,70.9039614059434
A-RVol v3 (NASDAQ QQQ Moderate),1994-10-28,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,17,,,,64.1344808792965
A-RVol v3 (NASDAQ QQQ Moderate),1994-11-22,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,35,,,,77.75839280252728
A-RVol v3 (NASDAQ QQQ Moderate),1995-01-13,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,False,94,,,,81.91720937910526
A-RVol v3 (NASDAQ QQQ Moderate),1995-05-30,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,15,,,,83.85000089823978
A-RVol v3 (NASDAQ QQQ Moderate),1995-06-20,MODERATE,AGGRESSIVE,QQQ,TQQQ,True,True,5,,,,
A-RVol v3 (NASDAQ QQQ Moderate),1995-06-27,AGGRESSIVE,MODERATE,TQQQ,QQQ,True,False,9,,,,82.35352364168497
A-RVol v3 (NASDAQ QQQ Moderate),1995-07-11,MODERATE,DEFENSIVE,QQQ,TLT,True,False,54,-0.044383226161618494,,-0.05833524670017842,79.34083259662006
A-RVol v3 (NASDAQ QQQ Moderate),1995-09-26,DEFENSIVE,MODERATE,TLT,QQQ,True,False,6,,0.013317675176182098,,77.35046732366389
A-RVol v3 (NASDAQ QQQ Moderate),1995-10-04,MODERATE,DEFENSIVE,QQQ,TLT,True,True,5,-0.05231516611854803,,0.0,73.72218006577424
A-RVol v3 (NASDAQ QQQ Moderate),1995-10-11,DEFENSIVE,MODERATE,TLT,QQQ,True,True,1,,0.0,,
